,source,author,title,description,url,urlToImage,publishedAt,content
279,"{'id': None, 'name': 'Thestar.com'}",Christine Sismondo - Special to the Star,meat vs meatless vegandale butcher insists theres a third option,is the possibility for a mindful relationship with meat getting lost in the meteoric rise of anti meat sentiment ,https://www.thestar.com/life/food_wine/2019/10/07/meat-vs-meatless-vegandale-butcher-insists-theres-a-third-option.html,https://images.thestar.com/aDcPHI-Gprw7KuogzclBrcg7j2A=/1200x825/smart/filters:cb(1570469790556)/https://www.thestar.com/content/dam/thestar/life/food_wine/2019/10/07/meat-vs-meatless-vegandale-butcher-insists-theres-a-third-option/mainl1.jpg,2019-10-07T17:36:00Z,jacob wharton shukster owner of chantecler a popular parkdale restaurant took out a lease this summer on the shop next door to expand the business since all of his restaurants 26 seats are often full you might think hed be looking to make space for mor 
280,"{'id': None, 'name': 'Nationalobserver.com'}",Michelle McQuigge,zero tolerance policies aimed at stopping bullying not working say experts,the shocking death of a 14 year old ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti bullying campaigns that have gained prominence in canada in recent years those with expertise in the matter said on t,https://www.nationalobserver.com/2019/10/11/news/zero-tolerance-policies-aimed-stopping-bullying-not-working-say-experts,https://www.nationalobserver.com/sites/nationalobserver.com/files/img/2019/10/10/clb10123650.jpg,2019-10-11T20:19:39Z,the shocking death of a 14 year old ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti bullying campaigns that have gained prominence in canada in recent years those with expertise in the matter said thur 
281,"{'id': None, 'name': 'Macleans.ca'}",Rosemary Counter,mba guide 2020 programs in atlantic canada,specializations fast tracking brand new buildings our updated 2020 mba guide the post mba guide 2020 programs in atlantic canada appeared first on macleans ca ,https://www.macleans.ca/education/mba-programs-newfoundland-new-brunswick-prince-edward-island-nova-scotia-2020/,https://www.macleans.ca/wp-content/uploads/2019/10/MBA-SPECIALTY-ATLANTIC-01-580x326.jpg?21edb,2019-10-07T12:00:38Z,memorial university of newfoundlandst johns full time 4 monthspar time 36 monthswork experience 2 yearstuition 8 900 this september memorial will welcome its inaugural class in the new one year social enterprise and entrepreneurship mba program mba 
282,"{'id': None, 'name': 'Thestar.com'}",Christine Sismondo - Special to the Star,is it possible to fight the climate crisis and eat some meat ,while health concerns are driving some to eat less meat environmental concerns are also a consideration ,https://www.thestar.com/life/health_wellness/2019/10/15/is-it-possible-to-fight-the-climate-crisis-and-eat-some-meat.html,https://images.thestar.com/-OILCqrBzZeaLGiY0fDUGLZvUqQ=/1200x800/smart/filters:cb(1570827598331)/https://www.thestar.com/content/dam/thestar/life/health_wellness/2019/10/15/is-it-possible-to-fight-the-climate-crisis-and-eat-some-meat/main.jpg,2019-10-15T10:00:00Z,are we eating too much meat well that depends on who you ask for instance most animal rights activists would say any meat is too much certain advocates of high protein diets might say we arent eating enough and theres even division of opinion amongs 
283,"{'id': None, 'name': 'Smithsonianmag.com'}",Viviane Callier,this type of algae absorbs more light for photosynthesis than other plants,though evolutionary mergers between cells some algae have developed the ability to convert a wider spectrum of light energy into sugars,https://www.smithsonianmag.com/science-nature/species-algae-has-evolved-absorb-more-light-photosynthesis-other-plants-180973389/,https://thumbs-prod.si-cdn.com/AnWInEZw3iqD897eEv4s0lE764A=/fit-in/1600x0/https://public-media.si-cdn.com/filer/c5/4a/c54a7958-4b3b-4c65-bce2-9e3d50defcca/istock-525346164.jpg,2019-10-23T17:34:15Z,about 2 5 billion years ago a pigment called chlorophyll appeared in single celled organisms allowing them to capture energy in the form of light and convert it into sugars this biochemical trick called photosynthesis transformed the biosphere photosynt 
284,"{'id': None, 'name': 'Itworldcanada.com'}",Buckley Smith,growing canadian tech haven is not where youd expect,when it comes to canadian tech hubs the province of nova scotia rarely comes to mind but it should nova scotia s,https://www.itworldcanada.com/article/growing-canadian-tech-haven-is-not-where-youd-expect/421183,https://i.itworldcanada.com/wp-content/uploads/2019/10/GettyImages-1063375834.jpg,2019-10-05T17:24:11Z,when it comes to canadian tech hubs the province of nova scotia rarely comes to mind but it should nova scotias world class post secondary institutions like dalhousie university which has often been leveraged when promoting technical innovation in the 
285,"{'id': None, 'name': 'Nationalobserver.com'}",Michael Tutton,great white tagging program off n s stirs debate over treatment of sharks,enthusiastic scientists aboard the research vessel mv ocearch pumped their fists as a voice crackled over the radio announcing the expedition had hooked its 11th great white shark this fall off nova scotia ,https://www.nationalobserver.com/2019/10/15/news/great-white-tagging-program-ns-stirs-debate-over-treatment-sharks,https://www.nationalobserver.com/sites/nationalobserver.com/files/img/2019/10/14/rsp50624238.jpg,2019-10-15T18:54:19Z,enthusiastic scientists aboard the research vessel mv ocearch pumped their fists as a voice crackled over the radio announcing the expedition had hooked its 11th great white shark this fall off nova scotia but to some marine biologists what unfolded recent 
286,"{'id': None, 'name': 'Salon.com'}","Natalie Kofler, Françoise Baylis, Graham Dellaire, Landon J Getz",genetically modifying mosquitoes to control the spread of disease carries unknown risks,mosquitoes are one of the deadliest creatures because they are carriers for many lethal viruses,https://www.salon.com/2019/10/06/genetically-modifying-mosquitoes-to-control-the-spread-of-disease-carries-unknown-risks_partner/,https://media.salon.com/2018/05/mosquito.jpg,2019-10-06T16:29:41Z,every year around one million people die of mosquito borne diseases according to the world health organization who this is why mosquitoes are considered one of the deadliest living creatures on the planet not because they are lethal themselves but beca 
287,"{'id': None, 'name': 'Nationalobserver.com'}",The Canadian Press,bring those who question climate change into the discussion panellists,a way must be found to bridge the tense political divide in canada over climate change or some citizens and political leaders will just keep avoiding the topic panellists said on monday october 14 2019 during a public forum in halifax ,https://www.nationalobserver.com/2019/10/16/news/bring-those-who-question-climate-change-discussion-panellists,https://www.nationalobserver.com/sites/nationalobserver.com/files/img/2019/10/15/cpt12624448.jpg,2019-10-16T14:28:38Z,a way must be found to bridge the tense political divide in canada over climate change or some citizens and political leaders will just keep avoiding the topic panellists said monday during a public forum in halifax megan leslie the chief executive of th 
288,"{'id': None, 'name': 'Ottawacitizen.com'}",Elizabeth Payne,businessman says he suffers from havana syndrome after incident during trade mission,an ontario businessman who travelled to cuba in 2017 could be the first private canadian citizen to have symptoms consistent with havana syndrome the mysterious illness that has affected diplomats and their families who were posted there the man who has as,https://ottawacitizen.com/news/local-news/businessman-says-he-suffers-from-havana-syndrome-after-incident-during-trade-mission,https://postmediaottawacitizen2.files.wordpress.com/2019/07/canada-diplomats-in-cuba.jpg,2019-10-09T10:00:00Z,an ontario businessman who travelled to cuba in 2017 could be the first private canadian citizen to have symptoms consistent with havana syndrome the mysterious illness that has affected diplomats and their families who were posted there the man who has a 
289,"{'id': None, 'name': 'Nationalpost.com'}",Tyler Dawson,heres what you need to know about trudeau scheer singh may bernier and blanchet,scheer has been conservative since high school singh may just be hipper than trudeau bernier was in harper s cabinet and may wasn t born in canada,https://nationalpost.com/news/politics/election-2019/federal-leaders-bios-trudeau-scheer-singh-may-bernier-blanchet,https://nationalpostcom.files.wordpress.com/2019/10/0919_sd_election2.jpg,2019-10-18T18:40:24Z,watch the videos or read the transcripts to find out what you need to know about all of the federal party leaders ahead of the oct 21 vote you can also find out what the parties are promising canadians here andrew scheer andrew scheer has been a conserv 
290,"{'id': None, 'name': 'Nationalpost.com'}",Douglas Quan,rain the horror parents divided over postponing halloween due to bad weather, itll be miserable for everybody itll be muddy and cold whats wrong with bumping it for a day ,https://nationalpost.com/news/canada/rain-the-horror-parents-divided-over-postponing-halloween-due-to-bad-weather,https://nationalpostcom.files.wordpress.com/2019/10/trick-or-treat-3.png,2019-10-30T23:59:29Z,with a storm system set to barrel down on parts of eastern canada montreal mother andrea haid took to twitter wednesday appealing to the citys mayor to postpone halloween for a day after learning that the neighbouring suburb of sainte julie had taken the 
